[(194, 257), (194, 58), (194, 159)]
[(195, 257), (195, 58), (195, 159)]
[(196, 257), (196, 58), (196, 159)]
[(197, 258), (197, 57), (197, 159)]
[(198, 258), (198, 57), (198, 159)]
[(199, 258), (199, 57), (199, 159)]
[(200, 259), (200, 57), (200, 159)]
[(201, 259), (201, 57), (201, 160)]
[(202, 259), (202, 56), (202, 160)]
[(203, 260), (203, 56), (203, 160)]
[(204, 260), (204, 56), (204, 160)]
[(205, 260), (205, 56), (205, 160)]
[(206, 261), (206, 55), (206, 160)]
[(207, 261), (207, 55), (207, 160)]
[(208, 261), (208, 55), (208, 160)]
[(209, 262), (209, 55), (209, 160)]
[(210, 262), (210, 55), (210, 160)]
[(211, 262), (211, 54), (211, 160)]
[(212, 262), (212, 54), (212, 160)]
[(213, 263), (213, 54), (213, 160)]
[(214, 263), (214, 54), (214, 160)]
[(215, 263), (215, 53), (215, 160)]
[(216, 264), (216, 53), (216, 160)]
[(217, 264), (217, 53), (217, 160)]
[(218, 264), (218, 53), (218, 160)]
[(219, 265), (219, 53), (219, 161)]
[(220, 265), (220, 52), (220, 161)]
[(221, 265), (221, 52), (221, 161)]
[(222, 266), (222, 52), (222, 161)]
[(223, 266), (223, 52), (223, 161)]
[(224, 266), (224, 51), (224, 161)]
[(225, 267), (225, 51), (225, 161)]
[(226, 267), (226, 51), (226, 161)]
[(227, 267), (227, 51), (227, 161)]
[(228, 268), (228, 51), (228, 161)]
[(229, 268), (229, 50), (229, 161)]
[(230, 268), (230, 50), (230, 161)]
[(231, 269), (231, 50), (231, 161)]
[(232, 269), (232, 50), (232, 161)]
[(233, 269), (233, 49), (233, 161)]
[(234, 270), (234, 49), (234, 161)]
[(235, 270), (235, 49), (235, 161)]
[(236, 270), (236, 49), (236, 161)]
